성별,나이,키,몸무게,BMI,BMI_분류,추천 운동 횟수,추천식단
남성,23,166,70,25.4,비만 1단계,3,저염식
여성,12,180,64,19.8,정상,0,없음
남성,22,150,53,23.6,비만 3단계,5,단백질식
여성,20,155,60,25,비만 1단계,3,채식
남성,17,154,79,33.3,비만 2단계,4,저염식
남성,37,177,87,27.8,비만 1단계,3,채식
여성,36,170,72,24.9,비만 3단계,5,단백질식
남성,10,153,54,23.1,비만 3단계,5,단백질식
여성,34,157,92,37.3,비만 3단계,5,저염식
여성,31,156,88,36.2,비만 3단계,5,단백질식
여성,33,182,99,29.9,비만 1단계,3,단백질식
여성,10,182,51,15.4,저체중,0,없음
남성,31,178,55,17.4,저체중,0,없음
여성,24,158,46,18.4,저체중,0,없음
여성,39,172,74,25,비만 1단계,3,단백질식
여성,24,170,54,18.7,정상,0,없음
남성,11,162,91,34.7,비만 2단계,4,채식
여성,29,156,73,30,비만 2단계,4,단백질식
남성,15,152,77,33.3,비만 2단계,4,채식
남성,19,179,56,17.5,저체중,0,없음
남성,35,183,82,24.5,비만 3단계,5,단백질식
남성,30,167,70,25.1,비만 1단계,3,단백질식
여성,40,176,41,13.2,저체중,0,없음
남성,35,159,42,16.6,저체중,0,없음
남성,12,160,87,34,비만 2단계,4,단백질식
여성,37,177,88,28.1,비만 1단계,3,저염식
여성,33,179,66,20.6,정상,0,없음
남성,12,184,84,24.8,비만 3단계,5,채식
여성,28,168,70,24.8,비만 3단계,5,채식
남성,26,185,60,17.5,저체중,0,없음
남성,36,153,68,29,비만 1단계,3,채식
여성,39,162,69,26.3,비만 1단계,3,저염식
여성,31,171,100,34.2,비만 2단계,4,저염식
남성,31,168,94,33.3,비만 2단계,4,채식
남성,18,172,94,31.8,비만 2단계,4,채식
여성,20,153,71,30.3,비만 2단계,4,저염식
여성,18,175,66,21.6,정상,0,없음
여성,31,164,69,25.7,비만 1단계,3,저염식
여성,13,173,57,19,정상,0,없음
여성,31,152,56,24.2,비만 3단계,5,저염식
여성,39,162,100,38.1,비만 3단계,5,단백질식
남성,40,170,83,28.7,비만 1단계,3,단백질식
여성,38,175,82,26.8,비만 1단계,3,단백질식
여성,25,171,72,24.6,비만 3단계,5,채식
여성,40,167,46,16.5,저체중,0,없음
여성,39,170,48,16.6,저체중,0,없음
여성,16,166,94,34.1,비만 2단계,4,단백질식
여성,10,164,46,17.1,저체중,0,없음
남성,31,157,73,29.6,비만 1단계,3,단백질식
여성,23,171,60,20.5,정상,0,없음
여성,37,174,78,25.8,비만 1단계,3,저염식
여성,31,163,78,29.4,비만 1단계,3,단백질식
여성,30,173,66,22.1,정상,0,없음
여성,26,184,51,15.1,저체중,0,없음
여성,12,171,48,16.4,저체중,0,없음
남성,22,162,46,17.5,저체중,0,없음
남성,25,182,97,29.3,비만 1단계,3,단백질식
여성,15,155,62,25.8,비만 1단계,3,저염식
여성,37,179,71,22.2,정상,0,없음
남성,29,155,100,41.6,비만 3단계,5,저염식
남성,30,170,77,26.6,비만 1단계,3,저염식
남성,32,169,59,20.7,정상,0,없음
여성,26,153,64,27.3,비만 1단계,3,저염식
남성,14,178,95,30,비만 2단계,4,저염식
여성,11,185,47,13.7,저체중,0,없음
남성,33,165,42,15.4,저체중,0,없음
여성,21,172,49,16.6,저체중,0,없음
남성,29,174,63,20.8,정상,0,없음
여성,14,179,96,30,비만 2단계,4,단백질식
여성,12,152,49,21.2,정상,0,없음
남성,23,180,88,27.2,비만 1단계,3,저염식
여성,20,166,63,22.9,정상,0,없음
여성,11,159,54,21.4,정상,0,없음
여성,40,156,88,36.2,비만 3단계,5,저염식
여성,35,165,95,34.9,비만 2단계,4,채식
남성,21,178,84,26.5,비만 1단계,3,저염식
남성,16,155,44,18.3,저체중,0,없음
남성,20,165,95,34.9,비만 2단계,4,채식
남성,36,160,100,39.1,비만 3단계,5,채식
여성,38,171,54,18.5,정상,0,없음
여성,10,184,57,16.8,저체중,0,없음
남성,33,178,71,22.4,정상,0,없음
남성,12,173,62,20.7,정상,0,없음
남성,26,176,84,27.1,비만 1단계,3,채식
여성,20,183,72,21.5,정상,0,없음
남성,27,166,42,15.2,저체중,0,없음
남성,21,159,84,33.2,비만 2단계,4,단백질식
남성,22,162,95,36.2,비만 3단계,5,단백질식
남성,30,154,74,31.2,비만 2단계,4,채식
여성,30,153,66,28.2,비만 1단계,3,저염식
남성,33,181,88,26.9,비만 1단계,3,단백질식
남성,20,173,72,24.1,비만 3단계,5,단백질식
여성,40,175,45,14.7,저체중,0,없음
남성,20,157,94,38.1,비만 3단계,5,채식
남성,17,173,90,30.1,비만 2단계,4,단백질식
남성,11,168,54,19.1,정상,0,없음
여성,34,155,40,16.6,저체중,0,없음
남성,21,183,77,23,비만 3단계,5,단백질식
여성,26,176,89,28.7,비만 1단계,3,단백질식
여성,19,165,42,15.4,저체중,0,없음
남성,18,160,97,37.9,비만 3단계,5,단백질식
남성,16,162,93,35.4,비만 3단계,5,채식
남성,38,174,54,17.8,저체중,0,없음
남성,11,166,59,21.4,정상,0,없음
남성,24,160,76,29.7,비만 1단계,3,채식
여성,24,162,44,16.8,저체중,0,없음
남성,21,153,41,17.5,저체중,0,없음
여성,34,170,87,30.1,비만 2단계,4,단백질식
여성,30,176,62,20,정상,0,없음
여성,30,184,79,23.3,비만 3단계,5,단백질식
남성,24,185,76,22.2,정상,0,없음
남성,19,158,40,16,저체중,0,없음
여성,10,157,93,37.7,비만 3단계,5,단백질식
남성,15,167,97,34.8,비만 2단계,4,저염식
남성,17,184,65,19.2,정상,0,없음
남성,10,165,79,29,비만 1단계,3,저염식
남성,17,152,98,42.4,비만 3단계,5,저염식
남성,40,168,68,24.1,비만 3단계,5,단백질식
남성,36,165,84,30.9,비만 2단계,4,채식
남성,13,168,63,22.3,정상,0,없음
여성,11,173,64,21.4,정상,0,없음
남성,27,165,79,29,비만 1단계,3,채식
여성,28,150,44,19.6,정상,0,없음
남성,15,176,77,24.9,비만 3단계,5,저염식
남성,33,171,42,14.4,저체중,0,없음
여성,20,150,72,32,비만 2단계,4,채식
여성,26,165,49,18,저체중,0,없음
여성,11,181,95,29,비만 1단계,3,단백질식
남성,40,158,62,24.8,비만 3단계,5,저염식
남성,14,180,84,25.9,비만 1단계,3,단백질식
남성,33,170,57,19.7,정상,0,없음
여성,17,150,82,36.4,비만 3단계,5,채식
여성,15,158,69,27.6,비만 1단계,3,저염식
남성,14,162,84,32,비만 2단계,4,단백질식
여성,28,160,100,39.1,비만 3단계,5,채식
남성,30,184,90,26.6,비만 1단계,3,단백질식
여성,30,161,96,37,비만 3단계,5,채식
남성,11,168,64,22.7,정상,0,없음
남성,26,179,46,14.4,저체중,0,없음
남성,25,176,44,14.2,저체중,0,없음
남성,28,183,70,20.9,정상,0,없음
남성,28,176,94,30.3,비만 2단계,4,채식
남성,21,179,70,21.8,정상,0,없음
여성,35,156,86,35.3,비만 3단계,5,단백질식
남성,38,177,46,14.7,저체중,0,없음
여성,13,160,77,30.1,비만 2단계,4,저염식
남성,21,172,97,32.8,비만 2단계,4,단백질식
남성,20,169,92,32.2,비만 2단계,4,저염식
남성,10,185,63,18.4,저체중,0,없음
남성,12,172,100,33.8,비만 2단계,4,단백질식
여성,12,180,70,21.6,정상,0,없음
여성,32,185,100,29.2,비만 1단계,3,단백질식
여성,23,156,80,32.9,비만 2단계,4,단백질식
여성,31,183,76,22.7,정상,0,없음
여성,38,181,77,23.5,비만 3단계,5,저염식
남성,20,159,44,17.4,저체중,0,없음
여성,23,160,72,28.1,비만 1단계,3,단백질식
여성,14,165,64,23.5,비만 3단계,5,단백질식
여성,18,155,43,17.9,저체중,0,없음
남성,33,180,42,13,저체중,0,없음
여성,23,165,65,23.9,비만 3단계,5,채식
남성,30,161,80,30.9,비만 2단계,4,단백질식
남성,34,156,62,25.5,비만 1단계,3,채식
여성,19,176,47,15.2,저체중,0,없음
남성,35,158,72,28.8,비만 1단계,3,저염식
남성,35,161,64,24.7,비만 3단계,5,단백질식
여성,25,179,76,23.7,비만 3단계,5,저염식
여성,38,170,77,26.6,비만 1단계,3,채식
남성,23,185,69,20.2,정상,0,없음
여성,10,172,70,23.7,비만 3단계,5,저염식
여성,12,152,83,35.9,비만 3단계,5,채식
여성,29,185,92,26.9,비만 1단계,3,단백질식
남성,22,166,80,29,비만 1단계,3,채식
여성,29,155,62,25.8,비만 1단계,3,채식
남성,33,156,77,31.6,비만 2단계,4,저염식
남성,35,172,84,28.4,비만 1단계,3,채식
남성,11,155,59,24.6,비만 3단계,5,단백질식
남성,35,165,47,17.3,저체중,0,없음
남성,39,179,82,25.6,비만 1단계,3,단백질식
남성,37,169,47,16.5,저체중,0,없음
남성,11,157,100,40.6,비만 3단계,5,저염식
여성,24,161,50,19.3,정상,0,없음
여성,13,170,44,15.2,저체중,0,없음
여성,32,161,88,33.9,비만 2단계,4,채식
여성,25,168,59,20.9,정상,0,없음
남성,25,165,48,17.6,저체중,0,없음
여성,12,158,69,27.6,비만 1단계,3,단백질식
여성,14,179,55,17.2,저체중,0,없음
남성,11,176,47,15.2,저체중,0,없음
여성,19,183,42,12.5,저체중,0,없음
여성,30,156,81,33.3,비만 2단계,4,저염식
여성,36,171,73,25,비만 1단계,3,저염식
남성,19,180,88,27.2,비만 1단계,3,단백질식
여성,25,159,46,18.2,저체중,0,없음
남성,26,156,69,28.4,비만 1단계,3,채식
남성,19,157,98,39.8,비만 3단계,5,채식
남성,31,169,48,16.8,저체중,0,없음
남성,38,157,86,34.9,비만 2단계,4,저염식
남성,35,152,91,39.4,비만 3단계,5,채식
남성,17,171,58,19.8,정상,0,없음
남성,38,177,69,22,정상,0,없음
여성,40,182,45,13.6,저체중,0,없음
남성,24,160,78,30.5,비만 2단계,4,단백질식
여성,12,176,48,15.5,저체중,0,없음
남성,38,182,48,14.5,저체중,0,없음
남성,35,162,55,21,정상,0,없음
남성,22,168,91,32.2,비만 2단계,4,저염식
남성,22,153,44,18.8,정상,0,없음
남성,20,178,55,17.4,저체중,0,없음
여성,31,172,73,24.7,비만 3단계,5,저염식
남성,13,165,72,26.4,비만 1단계,3,채식
남성,33,151,59,25.9,비만 1단계,3,채식
여성,15,163,48,18.1,저체중,0,없음
남성,19,170,44,15.2,저체중,0,없음
남성,40,162,41,15.6,저체중,0,없음
여성,22,154,74,31.2,비만 2단계,4,채식
남성,20,155,51,21.2,정상,0,없음
남성,13,168,91,32.2,비만 2단계,4,채식
남성,26,168,89,31.5,비만 2단계,4,단백질식
여성,37,159,82,32.4,비만 2단계,4,단백질식
여성,31,174,86,28.4,비만 1단계,3,채식
여성,10,182,49,14.8,저체중,0,없음
여성,31,181,52,15.9,저체중,0,없음
남성,39,178,81,25.6,비만 1단계,3,단백질식
여성,33,172,97,32.8,비만 2단계,4,저염식
여성,33,170,50,17.3,저체중,0,없음
여성,28,155,53,22.1,정상,0,없음
여성,32,184,95,28.1,비만 1단계,3,저염식
여성,16,175,87,28.4,비만 1단계,3,채식
남성,35,160,97,37.9,비만 3단계,5,저염식
남성,19,181,76,23.2,비만 3단계,5,저염식
여성,40,184,82,24.2,비만 3단계,5,채식
남성,32,178,56,17.7,저체중,0,없음
남성,30,160,42,16.4,저체중,0,없음
여성,12,185,89,26,비만 1단계,3,저염식
여성,30,179,48,15,저체중,0,없음
남성,12,172,98,33.1,비만 2단계,4,단백질식
남성,21,167,97,34.8,비만 2단계,4,단백질식
여성,31,150,54,24,비만 3단계,5,채식
여성,17,168,58,20.5,정상,0,없음
여성,10,166,49,17.8,저체중,0,없음
남성,34,166,47,17.1,저체중,0,없음
남성,31,167,41,14.7,저체중,0,없음
여성,34,184,56,16.5,저체중,0,없음
여성,31,180,56,17.3,저체중,0,없음
여성,36,184,52,15.4,저체중,0,없음
여성,35,185,73,21.3,정상,0,없음
여성,19,155,56,23.3,비만 3단계,5,채식
남성,31,161,67,25.8,비만 1단계,3,저염식
남성,34,173,44,14.7,저체중,0,없음
남성,37,165,49,18,저체중,0,없음
남성,39,169,78,27.3,비만 1단계,3,채식
여성,30,155,48,20,정상,0,없음
남성,20,154,79,33.3,비만 2단계,4,단백질식
남성,10,171,94,32.1,비만 2단계,4,채식
여성,29,158,94,37.7,비만 3단계,5,채식
남성,29,157,85,34.5,비만 2단계,4,단백질식
여성,21,156,52,21.4,정상,0,없음
남성,18,158,40,16,저체중,0,없음
여성,12,185,98,28.6,비만 1단계,3,저염식
여성,13,159,50,19.8,정상,0,없음
여성,28,170,85,29.4,비만 1단계,3,저염식
남성,25,181,57,17.4,저체중,0,없음
여성,29,167,97,34.8,비만 2단계,4,채식
남성,20,180,48,14.8,저체중,0,없음
여성,12,173,69,23.1,비만 3단계,5,단백질식
남성,30,173,93,31.1,비만 2단계,4,저염식
남성,18,167,46,16.5,저체중,0,없음
여성,40,176,96,31,비만 2단계,4,저염식
여성,35,166,60,21.8,정상,0,없음
여성,24,179,79,24.7,비만 3단계,5,채식
남성,13,165,81,29.8,비만 1단계,3,단백질식
남성,14,180,76,23.5,비만 3단계,5,채식
남성,30,153,64,27.3,비만 1단계,3,채식
남성,34,156,88,36.2,비만 3단계,5,단백질식
여성,21,176,88,28.4,비만 1단계,3,단백질식
여성,10,181,86,26.3,비만 1단계,3,저염식
여성,39,150,87,38.7,비만 3단계,5,단백질식
남성,20,158,55,22,정상,0,없음
남성,36,163,69,26,비만 1단계,3,단백질식
남성,37,160,96,37.5,비만 3단계,5,저염식
남성,20,173,74,24.7,비만 3단계,5,저염식
남성,14,161,51,19.7,정상,0,없음
여성,34,155,67,27.9,비만 1단계,3,단백질식
남성,21,150,48,21.3,정상,0,없음
여성,38,178,83,26.2,비만 1단계,3,저염식
여성,21,153,47,20.1,정상,0,없음
여성,39,176,46,14.9,저체중,0,없음
여성,10,172,78,26.4,비만 1단계,3,채식
남성,10,156,97,39.9,비만 3단계,5,저염식
여성,35,175,82,26.8,비만 1단계,3,단백질식
남성,31,174,77,25.4,비만 1단계,3,저염식
여성,11,162,47,17.9,저체중,0,없음
남성,15,164,98,36.4,비만 3단계,5,저염식
여성,15,155,76,31.6,비만 2단계,4,단백질식
남성,23,175,69,22.5,정상,0,없음
남성,33,153,97,41.4,비만 3단계,5,단백질식
남성,11,167,48,17.2,저체중,0,없음
남성,38,154,57,24,비만 3단계,5,단백질식
남성,15,156,89,36.6,비만 3단계,5,채식
남성,37,175,97,31.7,비만 2단계,4,저염식
여성,14,176,44,14.2,저체중,0,없음
여성,20,177,93,29.7,비만 1단계,3,단백질식
여성,40,173,80,26.7,비만 1단계,3,저염식
남성,25,183,42,12.5,저체중,0,없음
여성,10,168,53,18.8,정상,0,없음
남성,27,181,70,21.4,정상,0,없음
남성,35,168,50,17.7,저체중,0,없음
남성,29,181,94,28.7,비만 1단계,3,채식
여성,37,154,57,24,비만 3단계,5,채식
여성,18,153,64,27.3,비만 1단계,3,저염식
여성,19,180,57,17.6,저체중,0,없음
여성,32,181,75,22.9,정상,0,없음
여성,26,163,82,30.9,비만 2단계,4,단백질식
여성,20,169,69,24.2,비만 3단계,5,채식
남성,11,156,73,30,비만 2단계,4,저염식
남성,13,180,71,21.9,정상,0,없음
여성,36,169,61,21.4,정상,0,없음
남성,20,162,77,29.3,비만 1단계,3,저염식
남성,26,158,60,24,비만 3단계,5,단백질식
남성,26,179,69,21.5,정상,0,없음
남성,23,175,89,29.1,비만 1단계,3,채식
남성,37,168,58,20.5,정상,0,없음
여성,20,168,65,23,비만 3단계,5,단백질식
여성,39,153,71,30.3,비만 2단계,4,저염식
여성,28,171,40,13.7,저체중,0,없음
여성,28,167,82,29.4,비만 1단계,3,저염식
남성,37,176,71,22.9,정상,0,없음
여성,14,177,53,16.9,저체중,0,없음
여성,29,183,91,27.2,비만 1단계,3,단백질식
남성,32,158,48,19.2,정상,0,없음
남성,34,165,72,26.4,비만 1단계,3,저염식
여성,29,150,86,38.2,비만 3단계,5,채식
남성,31,152,48,20.8,정상,0,없음
남성,27,164,40,14.9,저체중,0,없음
남성,14,181,69,21.1,정상,0,없음
여성,12,171,60,20.5,정상,0,없음
여성,28,180,74,22.8,정상,0,없음
여성,11,171,55,18.8,정상,0,없음
남성,20,165,65,23.9,비만 3단계,5,단백질식
여성,32,150,56,24.9,비만 3단계,5,단백질식
여성,19,155,73,30.4,비만 2단계,4,채식
여성,35,159,60,23.7,비만 3단계,5,저염식
여성,22,161,44,17,저체중,0,없음
남성,34,150,54,24,비만 3단계,5,단백질식
남성,20,176,60,19.4,정상,0,없음
남성,30,166,73,26.5,비만 1단계,3,단백질식
여성,22,155,58,24.1,비만 3단계,5,채식
여성,15,163,43,16.2,저체중,0,없음
여성,23,164,83,30.9,비만 2단계,4,저염식
남성,31,168,65,23,비만 3단계,5,저염식
여성,19,156,53,21.8,정상,0,없음
여성,26,153,79,33.7,비만 2단계,4,채식
여성,11,176,81,26.1,비만 1단계,3,단백질식
여성,26,162,84,32,비만 2단계,4,단백질식
남성,38,162,64,24.4,비만 3단계,5,단백질식
남성,32,178,55,17.4,저체중,0,없음
여성,12,170,88,30.4,비만 2단계,4,채식
여성,13,182,48,14.5,저체중,0,없음
여성,15,176,42,13.6,저체중,0,없음
여성,28,178,59,18.6,정상,0,없음
여성,17,151,79,34.6,비만 2단계,4,채식
여성,28,159,62,24.5,비만 3단계,5,채식
남성,21,172,75,25.4,비만 1단계,3,채식
여성,34,152,55,23.8,비만 3단계,5,단백질식
여성,33,174,44,14.5,저체중,0,없음
여성,20,154,67,28.3,비만 1단계,3,저염식
여성,13,184,41,12.1,저체중,0,없음
여성,37,155,79,32.9,비만 2단계,4,단백질식
남성,32,151,73,32,비만 2단계,4,단백질식
여성,33,160,44,17.2,저체중,0,없음
남성,25,165,47,17.3,저체중,0,없음
남성,26,167,56,20.1,정상,0,없음
남성,11,155,42,17.5,저체중,0,없음
여성,23,168,42,14.9,저체중,0,없음
남성,14,181,86,26.3,비만 1단계,3,채식
남성,18,158,50,20,정상,0,없음
여성,32,155,86,35.8,비만 3단계,5,단백질식
남성,17,156,93,38.2,비만 3단계,5,단백질식
남성,31,159,63,24.9,비만 3단계,5,단백질식
여성,31,154,56,23.6,비만 3단계,5,채식
남성,13,152,40,17.3,저체중,0,없음
여성,31,166,66,24,비만 3단계,5,채식
여성,31,184,76,22.4,정상,0,없음
남성,36,160,93,36.3,비만 3단계,5,저염식
남성,13,165,47,17.3,저체중,0,없음
여성,36,165,89,32.7,비만 2단계,4,단백질식
남성,29,162,40,15.2,저체중,0,없음
여성,31,169,87,30.5,비만 2단계,4,채식
여성,19,156,94,38.6,비만 3단계,5,저염식
여성,30,151,63,27.6,비만 1단계,3,채식
여성,11,171,61,20.9,정상,0,없음
여성,16,152,90,39,비만 3단계,5,단백질식
여성,26,173,87,29.1,비만 1단계,3,저염식
남성,31,183,73,21.8,정상,0,없음
여성,26,156,74,30.4,비만 2단계,4,저염식
남성,38,181,96,29.3,비만 1단계,3,단백질식
